symbol,name,code,source_ref,tags,cohort,issuer,underlying_index,description,ibkr_symbol
GEN,Gen Digital Inc,EQ.IT.SOFTWARE.SOFTWARE,ibkr_contract_details+review,single_name_equity,spx,,,,
GIS,General Mills Inc,EQ.CS.FOOD.FOOD,ibkr_contract_details+review,single_name_equity,spx,,,,
GL,Globe Life Inc,EQ.FIN.INSURANCE.INSURANCE,ibkr_contract_details+review,single_name_equity,spx,,,,
GLW,Corning Inc,EQ.IT.HARDWARE.ELECEQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
GNRC,Generac Holdings Inc,EQ.IND.CAPGOODS.ELECTRICAL,ibkr_contract_details+review,single_name_equity,spx,,,,
GPC,Genuine Parts Co,EQ.CD.RETAIL.DISTRIBUTORS,ibkr_contract_details+review,single_name_equity,spx,,,,
GPN,Global Payments Inc,EQ.FIN.FINSVC.FINSVC,ibkr_contract_details+review,single_name_equity,spx,,,,
GRMN,Garmin Ltd,EQ.CD.DURABLES.HOUSEHOLD,ibkr_contract_details+review,single_name_equity,spx,,,,
GWW,Ww Grainger Inc,EQ.IND.CAPGOODS.TRADING,ibkr_contract_details+review,single_name_equity,spx,,,,
HAL,Halliburton Co,EQ.EN.ENERGY.EQUIPSVC,ibkr_contract_details+review,single_name_equity,spx,,,,
HAS,Hasbro Inc,EQ.CD.DURABLES.LEISURE,ibkr_contract_details+review,single_name_equity,spx,,,,
HBAN,Huntington Bancshares Inc,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity,spx,,,,
HIG,Hartford Insurance Group Inc,EQ.FIN.INSURANCE.INSURANCE,ibkr_contract_details+review,single_name_equity,spx,,,,
HII,Huntington Ingalls Industrie,EQ.IND.CAPGOODS.AEROSPACE,ibkr_contract_details+review,single_name_equity,spx,,,,
HLT,Hilton Worldwide Holdings In,EQ.CD.SERVICES.HOTELS,ibkr_contract_details+review,single_name_equity,spx,,,,
HONA,Honeywell Aerospace Inc,EQ.IND.CAPGOODS.AEROSPACE,ibkr_contract_details+review,single_name_equity,spx,,,,
HOOD,Robinhood Markets Inc - A,EQ.FIN.FINSVC.CAPMKTS,ibkr_contract_details+review,single_name_equity,spx,,,,
HPE,Hewlett Packard Enterprise,EQ.IT.HARDWARE.TECHHW,ibkr_contract_details+review,single_name_equity,spx,,,,
HPQ,Hp Inc,EQ.IT.HARDWARE.TECHHW,ibkr_contract_details+review,single_name_equity,spx,,,,
HRL,Hormel Foods Corp,EQ.CS.FOOD.FOOD,ibkr_contract_details+review,single_name_equity,spx,,,,
HSIC,Henry Schein Inc,EQ.HC.EQUIPSVC.PROVIDERS,ibkr_contract_details+review,single_name_equity,spx,,,,
HST,Host Hotels & Resorts Inc,EQ.RE.REITS.HOTEL,ibkr_contract_details+review,single_name_equity,spx,,,,
HSY,Hershey Co/The,EQ.CS.FOOD.FOOD,ibkr_contract_details+review,single_name_equity,spx,,,,
HUBB,Hubbell Inc,EQ.IND.CAPGOODS.ELECTRICAL,ibkr_contract_details+review,single_name_equity,spx,,,,
HUM,Humana Inc,EQ.HC.EQUIPSVC.PROVIDERS,ibkr_contract_details+review,single_name_equity,spx,,,,
HWM,Howmet Aerospace Inc,EQ.IND.CAPGOODS.AEROSPACE,ibkr_contract_details+review,single_name_equity,spx,,,,
IBKR,Interactive Brokers Gro-Cl A,EQ.FIN.FINSVC.CAPMKTS,ibkr_contract_details+review,single_name_equity,spx,,,,
ICE,Intercontinental Exchange In,EQ.FIN.FINSVC.CAPMKTS,ibkr_contract_details+review,single_name_equity,spx,,,,
IDXX,Idexx Laboratories Inc,EQ.HC.EQUIPSVC.EQUIPMENT,ibkr_contract_details+review,single_name_equity,spx,,,,
IEX,Idex Corp,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity,spx,,,,
IFF,Intl Flavors & Fragrances,EQ.MAT.MATERIALS.CHEMICALS,ibkr_contract_details+review,single_name_equity,spx,,,,
ILMN,Illumina Inc,EQ.HC.PHARMA.LIFESCI,ibkr_contract_details+review,single_name_equity,spx,,,,
INCY,Incyte Corp,EQ.HC.PHARMA.BIOTECH,ibkr_contract_details+review,single_name_equity,spx,,,,
INTC,Intel Corp,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
INTU,Intuit Inc,EQ.IT.SOFTWARE.SOFTWARE,ibkr_contract_details+review,single_name_equity,spx,,,,
INVH,Invitation Homes Inc,EQ.RE.REITS.RESIDENTIAL,ibkr_contract_details+review,single_name_equity,spx,,,,
IP,International Paper Co,EQ.MAT.MATERIALS.CONTAINERS,ibkr_contract_details+review,single_name_equity,spx,,,,
IQV,Iqvia Holdings Inc,EQ.HC.PHARMA.LIFESCI,ibkr_contract_details+review,single_name_equity,spx,,,,
IR,Ingersoll-Rand Inc,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity,spx,,,,
IRM,Iron Mountain Inc,EQ.RE.REITS.SPECIALIZED,ibkr_contract_details+review,single_name_equity,spx,,,,
IT,Gartner Inc,EQ.IT.SOFTWARE.ITSVC,ibkr_contract_details+review,single_name_equity,spx,,,,
ITW,Illinois Tool Works,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity,spx,,,,
IVZ,Invesco Ltd,EQ.FIN.FINSVC.CAPMKTS,ibkr_contract_details+review,single_name_equity,spx,,,,
J,Jacobs Solutions Inc,EQ.IND.COMMSVC.PROFESSIONAL,ibkr_contract_details+review,single_name_equity,spx,,,,
JBL,Jabil Inc,EQ.IT.HARDWARE.ELECEQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
JCI,Johnson Controls Internation,EQ.IND.CAPGOODS.BUILDING,ibkr_contract_details+review,single_name_equity,spx,,,,
JKHY,Jack Henry & Associates Inc,EQ.FIN.FINSVC.FINSVC,ibkr_contract_details+review,single_name_equity,spx,,,,
KDP,Keurig Dr Pepper Inc,EQ.CS.FOOD.BEVERAGES,ibkr_contract_details+review,single_name_equity,spx,,,,
KEY,Keycorp,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity,spx,,,,
KEYS,Keysight Technologies In,EQ.IT.HARDWARE.ELECEQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
KHC,Kraft Heinz Co/The,EQ.CS.FOOD.FOOD,ibkr_contract_details+review,single_name_equity,spx,,,,
KIM,Kimco Realty Corp,EQ.RE.REITS.RETAIL,ibkr_contract_details+review,single_name_equity,spx,,,,
KKR,Kkr & Co Inc,EQ.FIN.FINSVC.CAPMKTS,ibkr_contract_details+review,single_name_equity,spx,,,,
KLAC,Kla Corp,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
KMB,Kimberly-Clark Corp,EQ.CS.HOUSEHOLD.HOUSEHOLD,ibkr_contract_details+review,single_name_equity,spx,,,,
KR,Kroger Co,EQ.CS.RETAIL.RETAIL,ibkr_contract_details+review,single_name_equity,spx,,,,
KVUE,Kenvue Inc,EQ.CS.HOUSEHOLD.PERSONAL,ibkr_contract_details+review,single_name_equity,spx,,,,
L,Loews Corp,EQ.FIN.INSURANCE.INSURANCE,ibkr_contract_details+review,single_name_equity,spx,,,,
LDOS,Leidos Holdings Inc,EQ.IND.COMMSVC.PROFESSIONAL,ibkr_contract_details+review,single_name_equity,spx,,,,
LH,Labcorp Holdings Inc,EQ.HC.EQUIPSVC.PROVIDERS,ibkr_contract_details+review,single_name_equity,spx,,,,
LHX,L3Harris Technologies Inc,EQ.IND.CAPGOODS.AEROSPACE,ibkr_contract_details+review,single_name_equity,spx,,,,
LII,Lennox International Inc,EQ.IND.CAPGOODS.BUILDING,ibkr_contract_details+review,single_name_equity,spx,,,,
LITE,Lumentum Holdings Inc,EQ.IT.HARDWARE.COMMEQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
LNT,Alliant Energy Corp,EQ.UTL.UTILITIES.ELECTRIC,ibkr_contract_details+review,single_name_equity,spx,,,,
LOW,Lowe'S Cos Inc,EQ.CD.RETAIL.SPECIALTY,ibkr_contract_details+review,single_name_equity,spx,,,,
LRCX,Lam Research Corp,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
LULU,Lululemon Athletica Inc,EQ.CD.DURABLES.TEXTILES,ibkr_contract_details+review,single_name_equity,spx,,,,
LVS,Las Vegas Sands Corp,EQ.CD.SERVICES.HOTELS,ibkr_contract_details+review,single_name_equity,spx,,,,
LYB,Lyondellbasell Indu-Cl A,EQ.MAT.MATERIALS.CHEMICALS,ibkr_contract_details+review,single_name_equity,spx,,,,
LYV,Live Nation Entertainment In,EQ.COM.MEDIA.ENTERTAIN,ibkr_contract_details+review,single_name_equity,spx,,,,
MA,Mastercard Inc - A,EQ.FIN.FINSVC.FINSVC,ibkr_contract_details+review,single_name_equity,spx,,,,
MAA,Mid-America Apartment Comm,EQ.RE.REITS.RESIDENTIAL,ibkr_contract_details+review,single_name_equity,spx,,,,
MAS,Masco Corp,EQ.IND.CAPGOODS.BUILDING,ibkr_contract_details+review,single_name_equity,spx,,,,
MCHP,Microchip Technology Inc,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
MCK,Mckesson Corp,EQ.HC.EQUIPSVC.PROVIDERS,ibkr_contract_details+review,single_name_equity,spx,,,,
MCO,Moody'S Corp,EQ.FIN.FINSVC.CAPMKTS,ibkr_contract_details+review,single_name_equity,spx,,,,
MDLZ,Mondelez International Inc-A,EQ.CS.FOOD.FOOD,ibkr_contract_details+review,single_name_equity,spx,,,,
MDT,Medtronic Plc,EQ.HC.EQUIPSVC.EQUIPMENT,ibkr_contract_details+review,single_name_equity,spx,,,,
MET,Metlife Inc,EQ.FIN.INSURANCE.INSURANCE,ibkr_contract_details+review,single_name_equity,spx,,,,
MKC,Mccormick & Co-Non Vtg Shrs,EQ.CS.FOOD.FOOD,ibkr_contract_details+review,single_name_equity,spx,,,,
MLM,Martin Marietta Materials,EQ.MAT.MATERIALS.CONSTRUCTION,ibkr_contract_details+review,single_name_equity,spx,,,,
MNST,Monster Beverage Corp,EQ.CS.FOOD.BEVERAGES,ibkr_contract_details+review,single_name_equity,spx,,,,
MOS,Mosaic Co/The,EQ.MAT.MATERIALS.CHEMICALS,ibkr_contract_details+review,single_name_equity,spx,,,,
MPC,Marathon Petroleum Corp,EQ.EN.ENERGY.OILGAS,ibkr_contract_details+review,single_name_equity,spx,,,,
MPWR,Monolithic Power Systems Inc,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
MRNA,Moderna Inc,EQ.HC.PHARMA.BIOTECH,ibkr_contract_details+review,single_name_equity,spx,,,,
MRSH,Marsh & Mclennan Cos,EQ.FIN.INSURANCE.INSURANCE,ibkr_contract_details+review,single_name_equity,spx,,,,
MRVL,Marvell Technology Inc,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
MSCI,Msci Inc,EQ.FIN.FINSVC.CAPMKTS,ibkr_contract_details+review,single_name_equity,spx,,,,
MSI,Motorola Solutions Inc,EQ.IT.HARDWARE.COMMEQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
MTB,M & T Bank Corp,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity,spx,,,,
MTD,Mettler-Toledo International,EQ.HC.PHARMA.LIFESCI,ibkr_contract_details+review,single_name_equity,spx,,,,
MU,Micron Technology Inc,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
NCLH,Norwegian Cruise Line Holdin,EQ.CD.SERVICES.HOTELS,ibkr_contract_details+review,single_name_equity,spx,,,,
NDAQ,Nasdaq Inc,EQ.FIN.FINSVC.CAPMKTS,ibkr_contract_details+review,single_name_equity,spx,,,,
NDSN,Nordson Corp,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity,spx,,,,
NI,Nisource Inc,EQ.UTL.UTILITIES.GAS,ibkr_contract_details+review,single_name_equity,spx,,,,
NOC,Northrop Grumman Corp,EQ.IND.CAPGOODS.AEROSPACE,ibkr_contract_details+review,single_name_equity,spx,,,,
NOW,Servicenow Inc,EQ.IT.SOFTWARE.SOFTWARE,ibkr_contract_details+review,single_name_equity,spx,,,,
NRG,Nrg Energy Inc,EQ.UTL.UTILITIES.IPP,ibkr_contract_details+review,single_name_equity,spx,,,,
NTAP,Netapp Inc,EQ.IT.HARDWARE.TECHHW,ibkr_contract_details+review,single_name_equity,spx,,,,
NTRS,Northern Trust Corp,EQ.FIN.FINSVC.CAPMKTS,ibkr_contract_details+review,single_name_equity,spx,,,,
NWSA,News Corp - Class A,EQ.COM.MEDIA.MEDIA,ibkr_contract_details+review,single_name_equity,spx,,,,
NXPI,Nxp Semiconductors Nv,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
O,Realty Income Corp,EQ.RE.REITS.RETAIL,ibkr_contract_details+review,single_name_equity,spx,,,,
OKE,Oneok Inc,EQ.EN.ENERGY.OILGAS,ibkr_contract_details+review,single_name_equity,spx,,,,
OMC,Omnicom Group,EQ.COM.MEDIA.MEDIA,ibkr_contract_details+review,single_name_equity,spx,,,,
ON,On Semiconductor,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
ORCL,Oracle Corp,EQ.IT.SOFTWARE.SOFTWARE,ibkr_contract_details+review,single_name_equity,spx,,,,
ORLY,O'Reilly Automotive Inc,EQ.CD.RETAIL.SPECIALTY,ibkr_contract_details+review,single_name_equity,spx,,,,
OTIS,Otis Worldwide Corp,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity,spx,,,,
P,Everpure Inc-A,EQ.IT.HARDWARE.TECHHW,ibkr_contract_details+review,single_name_equity,spx,,,,
PAYX,Paychex Inc,EQ.IND.COMMSVC.PROFESSIONAL,ibkr_contract_details+review,single_name_equity,spx,,,,
PCAR,Paccar Inc,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity,spx,,,,
PCG,P G & E Corp,EQ.UTL.UTILITIES.ELECTRIC,ibkr_contract_details+review,single_name_equity,spx,,,,
PFG,Principal Financial Group,EQ.FIN.INSURANCE.INSURANCE,ibkr_contract_details+review,single_name_equity,spx,,,,
PH,Parker Hannifin Corp,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity,spx,,,,
PHM,Pultegroup Inc,EQ.CD.DURABLES.HOUSEHOLD,ibkr_contract_details+review,single_name_equity,spx,,,,
PKG,Packaging Corp Of America,EQ.MAT.MATERIALS.CONTAINERS,ibkr_contract_details+review,single_name_equity,spx,,,,
PLTR,Palantir Technologies Inc-A,EQ.IT.SOFTWARE.SOFTWARE,ibkr_contract_details+review,single_name_equity,spx,,,,
PNC,Pnc Financial Services Group,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity,spx,,,,
PNR,Pentair Plc,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity,spx,,,,
PNW,Pinnacle West Capital,EQ.UTL.UTILITIES.ELECTRIC,ibkr_contract_details+review,single_name_equity,spx,,,,
PODD,Insulet Corp,EQ.HC.EQUIPSVC.EQUIPMENT,ibkr_contract_details+review,single_name_equity,spx,,,,
PPG,Ppg Industries Inc,EQ.MAT.MATERIALS.CHEMICALS,ibkr_contract_details+review,single_name_equity,spx,,,,
PPL,Ppl Corp,EQ.UTL.UTILITIES.ELECTRIC,ibkr_contract_details+review,single_name_equity,spx,,,,
PRU,Prudential Financial Inc,EQ.FIN.INSURANCE.INSURANCE,ibkr_contract_details+review,single_name_equity,spx,,,,
PSA,Public Storage,EQ.RE.REITS.SPECIALIZED,ibkr_contract_details+review,single_name_equity,spx,,,,
PSKY,Paramount Skydance Cl B,EQ.COM.MEDIA.MEDIA,ibkr_contract_details+review,single_name_equity,spx,,,,
PSX,Phillips 66,EQ.EN.ENERGY.OILGAS,ibkr_contract_details+review,single_name_equity,spx,,,,
PTC,Ptc Inc,EQ.IT.SOFTWARE.SOFTWARE,ibkr_contract_details+review,single_name_equity,spx,,,,
PWR,Quanta Services Inc,EQ.IND.CAPGOODS.CONSTRUCTION,ibkr_contract_details+review,single_name_equity,spx,,,,
PYPL,Paypal Holdings Inc,EQ.FIN.FINSVC.FINSVC,ibkr_contract_details+review,single_name_equity,spx,,,,
Q,Qnity Electronics Inc,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
RDDT,Reddit Inc-Cl A,EQ.COM.MEDIA.INTERACTIVE,ibkr_contract_details+review,single_name_equity,spx,,,,
REG,Regency Centers Corp,EQ.RE.REITS.RETAIL,ibkr_contract_details+review,single_name_equity,spx,,,,
RF,Regions Financial Corp,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity,spx,,,,
RL,Ralph Lauren Corp,EQ.CD.DURABLES.TEXTILES,ibkr_contract_details+review,single_name_equity,spx,,,,
RMD,Resmed Inc,EQ.HC.EQUIPSVC.EQUIPMENT,ibkr_contract_details+review,single_name_equity,spx,,,,
ROK,Rockwell Automation Inc,EQ.IND.CAPGOODS.ELECTRICAL,ibkr_contract_details+review,single_name_equity,spx,,,,
ROL,Rollins Inc,EQ.IND.COMMSVC.COMMERCIAL,ibkr_contract_details+review,single_name_equity,spx,,,,
ROP,Roper Technologies Inc,EQ.IT.SOFTWARE.SOFTWARE,ibkr_contract_details+review,single_name_equity,spx,,,,
ROST,Ross Stores Inc,EQ.CD.RETAIL.SPECIALTY,ibkr_contract_details+review,single_name_equity,spx,,,,
RSG,Republic Services Inc,EQ.IND.COMMSVC.COMMERCIAL,ibkr_contract_details+review,single_name_equity,spx,,,,
RVTY,Revvity Inc,EQ.HC.PHARMA.LIFESCI,ibkr_contract_details+review,single_name_equity,spx,,,,
SBAC,Sba Communications Corp,EQ.RE.REITS.SPECIALIZED,ibkr_contract_details+review,single_name_equity,spx,,,,
SBUX,Starbucks Corp,EQ.CD.SERVICES.HOTELS,ibkr_contract_details+review,single_name_equity,spx,,,,
SCHW,Schwab (Charles) Corp,EQ.FIN.FINSVC.CAPMKTS,ibkr_contract_details+review,single_name_equity,spx,,,,
SJM,Jm Smucker Co/The,EQ.CS.FOOD.FOOD,ibkr_contract_details+review,single_name_equity,spx,,,,
SMCI,Super Micro Computer Inc,EQ.IT.HARDWARE.TECHHW,ibkr_contract_details+review,single_name_equity,spx,,,,
SNA,Snap-On Inc,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity,spx,,,,
SNDK,Sandisk Corp,EQ.IT.HARDWARE.TECHHW,ibkr_contract_details+review,single_name_equity,spx,,,,
SNPS,Synopsys Inc,EQ.IT.SOFTWARE.SOFTWARE,ibkr_contract_details+review,single_name_equity,spx,,,,
SOLV,Solventum Corp,EQ.HC.EQUIPSVC.EQUIPMENT,ibkr_contract_details+review,single_name_equity,spx,,,,
SPGI,S&P Global Inc,EQ.FIN.FINSVC.CAPMKTS,ibkr_contract_details+review,single_name_equity,spx,,,,
STE,Steris Plc,EQ.HC.EQUIPSVC.EQUIPMENT,ibkr_contract_details+review,single_name_equity,spx,,,,
STLD,Steel Dynamics Inc,EQ.MAT.MATERIALS.METALS,ibkr_contract_details+review,single_name_equity,spx,,,,
STT,State Street Corp,EQ.FIN.FINSVC.CAPMKTS,ibkr_contract_details+review,single_name_equity,spx,,,,
STX,Seagate Technology Holdings,EQ.IT.HARDWARE.TECHHW,ibkr_contract_details+review,single_name_equity,spx,,,,
STZ,Constellation Brands Inc-A,EQ.CS.FOOD.BEVERAGES,ibkr_contract_details+review,single_name_equity,spx,,,,
SW,Smurfit Westrock Plc,EQ.MAT.MATERIALS.CONTAINERS,ibkr_contract_details+review,single_name_equity,spx,,,,
SWK,Stanley Black & Decker Inc,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity,spx,,,,
SWKS,Skyworks Solutions Inc,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
SYF,Synchrony Financial,EQ.FIN.FINSVC.CONSUMER,ibkr_contract_details+review,single_name_equity,spx,,,,
SYK,Stryker Corp,EQ.HC.EQUIPSVC.EQUIPMENT,ibkr_contract_details+review,single_name_equity,spx,,,,
SYY,Sysco Corp,EQ.CS.RETAIL.RETAIL,ibkr_contract_details+review,single_name_equity,spx,,,,
TDG,Transdigm Group Inc,EQ.IND.CAPGOODS.AEROSPACE,ibkr_contract_details+review,single_name_equity,spx,,,,
TDY,Teledyne Technologies Inc,EQ.IT.HARDWARE.ELECEQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
TECH,Bio-Techne Corp,EQ.HC.PHARMA.LIFESCI,ibkr_contract_details+review,single_name_equity,spx,,,,
TEL,Te Connectivity Plc,EQ.IT.HARDWARE.ELECEQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
TER,Teradyne Inc,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
TFC,Truist Financial Corp,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity,spx,,,,
TGT,Target Corp,EQ.CS.RETAIL.RETAIL,ibkr_contract_details+review,single_name_equity,spx,,,,
TJX,Tjx Companies Inc,EQ.CD.RETAIL.SPECIALTY,ibkr_contract_details+review,single_name_equity,spx,,,,
TKO,Tko Group Holdings Inc,EQ.COM.MEDIA.ENTERTAIN,ibkr_contract_details+review,single_name_equity,spx,,,,
TMO,Thermo Fisher Scientific Inc,EQ.HC.PHARMA.LIFESCI,ibkr_contract_details+review,single_name_equity,spx,,,,
TPL,Texas Pacific Land Corp,EQ.EN.ENERGY.OILGAS,ibkr_contract_details+review,single_name_equity,spx,,,,
TPR,Tapestry Inc,EQ.CD.DURABLES.TEXTILES,ibkr_contract_details+review,single_name_equity,spx,,,,
TRGP,Targa Resources Corp,EQ.EN.ENERGY.OILGAS,ibkr_contract_details+review,single_name_equity,spx,,,,
TRMB,Trimble Inc,EQ.IT.HARDWARE.ELECEQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
TROW,T Rowe Price Group Inc,EQ.FIN.FINSVC.CAPMKTS,ibkr_contract_details+review,single_name_equity,spx,,,,
TSCO,Tractor Supply Company,EQ.CD.RETAIL.SPECIALTY,ibkr_contract_details+review,single_name_equity,spx,,,,
TSN,Tyson Foods Inc-Cl A,EQ.CS.FOOD.FOOD,ibkr_contract_details+review,single_name_equity,spx,,,,
TT,Trane Technologies Plc,EQ.IND.CAPGOODS.BUILDING,ibkr_contract_details+review,single_name_equity,spx,,,,
TTWO,Take-Two Interactive Softwre,EQ.COM.MEDIA.ENTERTAIN,ibkr_contract_details+review,single_name_equity,spx,,,,
TXN,Texas Instruments Inc,EQ.IT.SEMI.EQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
TYL,Tyler Technologies Inc,EQ.IT.SOFTWARE.SOFTWARE,ibkr_contract_details+review,single_name_equity,spx,,,,
UDR,Udr Inc,EQ.RE.REITS.RESIDENTIAL,ibkr_contract_details+review,single_name_equity,spx,,,,
UHS,Universal Health Services-B,EQ.HC.EQUIPSVC.PROVIDERS,ibkr_contract_details+review,single_name_equity,spx,,,,
ULTA,Ulta Beauty Inc,EQ.CD.RETAIL.SPECIALTY,ibkr_contract_details+review,single_name_equity,spx,,,,
URI,United Rentals Inc,EQ.IND.CAPGOODS.TRADING,ibkr_contract_details+review,single_name_equity,spx,,,,
VEEV,Veeva Systems Inc-Class A,EQ.HC.EQUIPSVC.HCTECH,ibkr_contract_details+review,single_name_equity,spx,,,,
VICI,Vici Properties Inc,EQ.RE.REITS.SPECIALIZED,ibkr_contract_details+review,single_name_equity,spx,,,,
VLO,Valero Energy Corp,EQ.EN.ENERGY.OILGAS,ibkr_contract_details+review,single_name_equity,spx,,,,
VLTO,Veralto Corp,EQ.IND.COMMSVC.COMMERCIAL,ibkr_contract_details+review,single_name_equity,spx,,,,
VMC,Vulcan Materials Co,EQ.MAT.MATERIALS.CONSTRUCTION,ibkr_contract_details+review,single_name_equity,spx,,,,
VMRK,Vivmark Residential,EQ.RE.REITS.RESIDENTIAL,ibkr_contract_details+review,single_name_equity,spx,,,,
VRSK,Verisk Analytics Inc,EQ.IND.COMMSVC.PROFESSIONAL,ibkr_contract_details+review,single_name_equity,spx,,,,
VRSN,Verisign Inc,EQ.IT.SOFTWARE.ITSVC,ibkr_contract_details+review,single_name_equity,spx,,,,
VRT,Vertiv Holdings Co-A,EQ.IND.CAPGOODS.ELECTRICAL,ibkr_contract_details+review,single_name_equity,spx,,,,
VTR,Ventas Inc.,EQ.RE.REITS.HEALTHCARE,ibkr_contract_details+review,single_name_equity,spx,,,,
VTRS,Viatris Inc,EQ.HC.PHARMA.PHARMA,ibkr_contract_details+review,single_name_equity,spx,,,,
WAB,Wabtec Corp,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity,spx,,,,
WAT,Waters Corp,EQ.HC.PHARMA.LIFESCI,ibkr_contract_details+review,single_name_equity,spx,,,,
WBD,Warner Bros Discovery Inc,EQ.COM.MEDIA.ENTERTAIN,ibkr_contract_details+review,single_name_equity,spx,,,,
WDAY,Workday Inc-Class A,EQ.IT.SOFTWARE.SOFTWARE,ibkr_contract_details+review,single_name_equity,spx,,,,
WDC,Western Digital Corp,EQ.IT.HARDWARE.TECHHW,ibkr_contract_details+review,single_name_equity,spx,,,,
WEC,Wec Energy Group Inc,EQ.UTL.UTILITIES.ELECTRIC,ibkr_contract_details+review,single_name_equity,spx,,,,
WELL,Welltower Inc,EQ.RE.REITS.HEALTHCARE,ibkr_contract_details+review,single_name_equity,spx,,,,
WFC,Wells Fargo & Co,EQ.FIN.BANKS.BANKS,ibkr_contract_details+review,single_name_equity,spx,,,,
WM,Waste Management Inc,EQ.IND.COMMSVC.COMMERCIAL,ibkr_contract_details+review,single_name_equity,spx,,,,
WRB,Wr Berkley Corp,EQ.FIN.INSURANCE.INSURANCE,ibkr_contract_details+review,single_name_equity,spx,,,,
WST,West Pharmaceutical Services,EQ.HC.EQUIPSVC.EQUIPMENT,ibkr_contract_details+review,single_name_equity,spx,,,,
WTW,Willis Towers Watson Plc,EQ.FIN.INSURANCE.INSURANCE,ibkr_contract_details+review,single_name_equity,spx,,,,
WY,Weyerhaeuser Co,EQ.RE.REITS.SPECIALIZED,ibkr_contract_details+review,single_name_equity,spx,,,,
WYNN,Wynn Resorts Ltd,EQ.CD.SERVICES.HOTELS,ibkr_contract_details+review,single_name_equity,spx,,,,
XYL,Xylem Inc,EQ.IND.CAPGOODS.MACHINERY,ibkr_contract_details+review,single_name_equity,spx,,,,
XYZ,Block Inc,EQ.FIN.FINSVC.FINSVC,ibkr_contract_details+review,single_name_equity,spx,,,,
YUM,Yum! Brands Inc,EQ.CD.SERVICES.HOTELS,ibkr_contract_details+review,single_name_equity,spx,,,,
ZBH,Zimmer Biomet Holdings Inc,EQ.HC.EQUIPSVC.EQUIPMENT,ibkr_contract_details+review,single_name_equity,spx,,,,
ZBRA,Zebra Technologies Corp-Cl A,EQ.IT.HARDWARE.ELECEQUIP,ibkr_contract_details+review,single_name_equity,spx,,,,
ZTS,Zoetis Inc,EQ.HC.PHARMA.PHARMA,ibkr_contract_details+review,single_name_equity,spx,,,,
LCUT,Lifetime Brands Inc,EQ.CD.DURABLES.HOUSEHOLD,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
VATE,Innovate Corp,EQ.IND.CAPGOODS.CONSTRUCTION,ibkr_contract_details+review,single_name_equity;eq_broad;eq_small_cap,r2k_draw_iwm,,,,
